#,担当者名,開始日,区分(0:オリジナル、1:他社教材),目標・新規,目標・既存,前年・新規,前年・既存,見込・新規,見込・既存,実績・新規,実績・既存
#id,user_name,date,type,target_new,target_exist,previous_new,previous_exist,forecast_new,forecast_exists,result_new,result_exists
